,Company Name,tick,Optionable,Q1 Consensus Est. ,Q2 Consensus Est. (next fiscal Qtr),# of Analysts in Q2 Consensus,F1 Consensus Est.,F(1) Consensus Sales Est. ($mil),Q(1) Consensus Sales Est. ($mil),Sales Growth F(0)/F(-1),Annual Sales ($mil),EBIT ($mil),Cost of Goods Sold ($mil),Net Income  ($mil),Cash Flow ($mil),Current Assets  ($mil),Industry,Sector,Market Cap (mil),Last Close,52 Week High,sales_growth_f1,fcf_margin
381,Atomera,ATOM,YES,,,,,,,-4.5,0.38,-17.18601,0.081,-17.441,-15.93501,21.60199,Electronics - Semiconductors,Computer and Technology,126.5,5.21,14.83,,-41.934236842105264
382,Atossa Genetics,ATOS,YES,,,,,,,,,-26.96,0.0,-26.96,-26.952,118.19699,Medical - Instruments,Medical,88.75,0.7,1.28,,
388,Altice USA,ATUS,YES,0.09,0.07,3.0,0.19,9298.44238,2353.29809,-4.39,9647.66,1848.36499,3205.63793,194.563,2045.59204,2568.44506,Communication - Components,Computer and Technology,1322.6,2.9,11.79,-0.03686849878917001,0.21202986423650916
393,Audacy,AUD,YES,-0.1,-0.06,1.0,-0.41,1226.30004,310.5,2.81,1253.66,-73.45501,1030.48706,-140.67101,-70.793,437.05099,Broadcast Radio and Television,Consumer Discretionary,19.76,0.1358,2.83,-0.022065734667016897,-0.05646905859642966
395,"Ault Alliance, Inc.",AULT,YES,,,,,,,156.36,134.33,-151.77201,78.36199,-181.816,32.80699,87.30799,Diversified Operations,Conglomerates,41.41,0.0996,0.51,,0.24422682944986224
396,Golden Minerals,AUMN,YES,,,,,,,-9.03,23.28,-9.80701,17.538,-9.90601,-9.537,7.96999,Mining - Miscellaneous,Basic Materials,40.74,0.2365,0.48,,-0.40966494845360824
398,Reinvent Technology Partners Y,AUR,YES,,,,,,,-17.61,68.0,-1723.0,0.0,-1723.0,527.0,1118.0,Technology Services,Business Services,1746.93,1.49,4.74,,7.75
402,Aveanna Healthcare,AVAH,YES,-0.03,-0.01,5.0,-0.11,1846.14001,452.996,6.5,1787.65,-556.094,1234.41796,-662.034,722.66802,269.751,Medical - Outpatient and Home Healthcare,Medical,205.86,1.09,3.17,0.032195070125806864,0.4042558778284339
409,AvidXchange,AVDX,YES,-0.06,-0.05,2.0,-0.19,362.41,87.968,27.35,316.35,-80.214,117.86399,-101.284,-15.05301,1807.61804,Internet - Software,Computer and Technology,1525.92,7.65,11.6,0.1359269720142131,-0.04758340445708867
417,AvePoint,AVPT,YES,0.01,0.03,2.0,0.08,257.70001,62.29999,21.07,232.34,-33.65001,65.123,-38.688,-4.185,306.29501,Technology Services,Business Services,838.33,4.38,6.03,0.10359434037780178,-0.018012395627098218
422,Avalo Therapeutics,AVTX,YES,-1.12,-1.36,1.0,-2.78,4.0,1.0,234.4,18.05,-37.46,3.434,-41.65801,-40.10301,16.416,Medical - Drugs,Medical,38.35,2.905,7.08,-1.5068513236589993,-2.2217734072022157
425,Avaya,AVYAQ,YES,,,,,,,3.48,2973.0,224.0,1323.0,-13.0,755.0,1591.0,Communication - Network Software,Computer and Technology,0.02,0.0002,11.05,,0.2539522367978473
426,Aspira Women's Health,AWH,YES,-0.04,-0.04,1.0,-0.17,12.39999,2.79999,20.14,8.18,-27.17001,3.865,-27.17001,-26.90601,16.309,Medical - Instruments,Medical,45.03,0.3604,1.07,0.4160035155443975,-3.2892432762836186
430,Aware,AWRE,YES,,,,,,,-5.02,16.01,-1.67701,1.25999,-1.726,-0.96601,37.27899,Internet - Software and Services,Computer and Technology,35.21,1.68,2.9,,-0.06033791380387257
432,Accelerate Diagnostics,AXDX,YES,-0.16,-0.16,1.0,-0.65,16.39999,4.0,8.23,12.75,-58.799,9.449,-62.49301,-58.08701,56.01399,Medical - Instruments,Medical,68.74,0.69,3.42,0.251749453469434,-4.555843921568627
433,AxoGen,AXGN,YES,-0.15,-0.09,1.0,-0.38,157.0,39.4,8.81,138.58,-28.324,24.14699,-28.948,-6.85201,98.07499,Medical - Instruments,Medical,405.57,9.52,13.09,0.12479802914907275,-0.04944443642661278
434,American Axle & Manufacturing Holdings,AXL,YES,0.03,0.13,3.0,0.32,5992.52001,1540.43298,12.52,5802.4,240.8,5097.5,64.3,564.893,1993.40002,Automotive - Original Equipment,Auto-Tires-Trucks,834.06,7.14,11.71,0.0322404014277293,0.09735505997518269
442,AXT,AXTI,YES,-0.11,-0.04,2.0,-0.27,98.132,21.95,2.71,141.12,21.99799,88.997,15.81099,27.99399,183.54499,Electronics - Semiconductors,Computer and Technology,135.01,3.1,9.74,-0.36329708112069486,0.1983701105442177
445,AYRO,AYRO,YES,-0.17,-0.16,1.0,-0.66,2.14,0.05999,11.44,2.99,-22.935,6.044,-22.935,-21.97901,51.90499,Automotive - Domestic,Auto-Tires-Trucks,21.29,0.5701,1.13,-0.334467558368835,-7.3508394648829425
452,Azure Power Global,AZRE,YES,,,,,,,,208.3,61.59999,17.2,-57.3,26.655,360.29998,Solar,Oils-Energy,125.67,2.6,15.9,,0.12796447431589053
454,AZUL,AZUL,YES,-0.31,-0.12,3.0,-0.58,3753.16699,880.59301,67.06,3088.84,788.63299,1768.88098,-139.92301,-110.96801,943.69396,Transportation - Airline,Transportation,2676.81,6.36,16.1,0.19480439833662871,-0.03592546392820606
470,BARK,BARK,YES,,,,-0.04,563.09997,,34.02,507.41,-62.835,225.3,-68.29901,-58.60201,368.14199,Retail - Miscellaneous,Retail-Wholesale,200.77,1.13,3.31,0.1041378236961813,-0.11549242230149188
475,BlackBerry,BB,YES,-0.05,-0.04,2.0,-0.13,703.77502,159.36,-8.64,656.0,-720.0,237.0,-734.0,247.0,743.0,Computer - Software,Computer and Technology,2462.63,4.23,7.02,0.07029794227570814,0.37652439024390244
476,BigBear.ai,BBAI,YES,-0.06,-0.06,2.0,-0.24,161.16499,38.81999,6.48,155.01,-108.95501,112.01799,-121.67401,-58.07,54.33499,Computers - IT Services,Computer and Technology,401.36,2.81,11.8,0.03893899189471785,-0.37462099219405204
477,BBVA Banco Frances,BBAR,YES,,,,,,,124.47,5631.17,238.184,868.372,452.876,462.93301,7820.55908,Banks - Foreign,Finance,910.9,4.46,5.2,,0.0822090276088273
478,Bed Bath & Beyond,BBBY,YES,-1.64,-1.63,3.0,-6.05,4012.03002,883.17297,-14.79,7867.78,-407.95402,5384.2871,-559.62299,232.664,2363.15405,Retail - Miscellaneous,Retail-Wholesale,125.65,0.2935,23.08,-0.6734785861493676,0.029571747049358266
479,Concrete Pumping Holdings,BBCP,YES,0.09,0.17,2.0,0.53,434.445,103.87999,27.07,401.29,60.09299,237.682,28.676,82.50499,81.55599,Waste Removal Services,Business Services,368.48,6.65,8.23,0.07938499646557273,0.2055994168805602
480,Banco Bradesco,BBD,YES,0.09,0.1,2.0,0.37,23212.58593,5650.95019,59.03,35237.55,14183.25683,0.0,4015.82202,5023.59814,156529.90625,Banks - Foreign,Finance,28671.33,2.69,4.29,-0.4174176468253793,0.14256377472327106
481,Barings BDC,BBDC,YES,0.29,0.29,3.0,1.16,271.82299,68.023,61.92,219.13,62.34099,0.0,4.681,104.84899,186.45599,Financial - SBIC & Commercial Industry,Finance,813.69,7.54,10.8,0.21548592138581243,0.47847848309222835
483,Vinco Ventures,BBIG,YES,,,,,,,-37.96,9.79,-643.12702,7.313,-713.17298,73.093,219.742,Manufacturing - Print,Industrial Products,63.59,0.2554,3.29,,7.466087844739532
487,Banco Bilbao Viscaya Argentaria,BBVA,YES,,,,1.23,28713.64062,,5.23,26228.66,11052.25976,0.0,6975.88623,8635.66015,606973.6875,Banks - Foreign,Finance,47197.48,7.39,7.92,0.09051958674955636,0.3292451901850876
501,Brightcove,BCOV,YES,0.0,0.05,1.0,0.04,211.08,51.31999,-0.04,211.01,-9.06701,77.07299,-9.01501,20.295,77.31999,Internet - Content,Computer and Technology,168.98,3.95,7.47,0.0003316828195019471,0.09618027581631204
503,BioCryst Pharmaceuticals,BCRX,YES,-0.25,-0.24,5.0,-0.98,326.777,80.21399,72.31,270.83,-145.29101,6.40799,-247.116,-247.45701,516.5,Medical - Drugs,Medical,1417.15,7.52,14.81,0.18778666330439966,-0.9136986670605177
504,Barclays,BCS,YES,,,,1.73,32282.91992,,2.34,30875.26,8673.14257,0.0,7332.34277,8423.5,1116075.0,Banks - Foreign,Finance,30250.02,7.62,9.35,0.04458307935544727,0.27282361346916595
509,Brandywine Realty Trust,BDN,YES,0.29,0.3,3.0,1.15,515.65002,130.156,3.96,506.1,125.902,194.401,53.824,236.003,208.32499,REIT and Equity Trust - Other,Finance,683.48,3.98,12.92,0.018694001328043146,0.4663169334123691
510,Biodesix,BDSX,YES,-0.22,-0.19,2.0,-0.81,53.069,11.668,-29.89,38.21,-57.375,14.154,-65.447,-47.585,53.33399,Medical Services,Medical,129.45,1.66,2.89,0.32849569216596514,-1.245354619209631
511,Black Diamond Therapeutics,BDTX,YES,-0.5,-0.46,3.0,-2.01,,,,,-88.919,0.0,-91.169,-90.66101,127.706,Medical - Drugs,Medical,57.68,1.58,4.01,,
523,BEST,BEST,YES,,,,,,,-37.38,1122.79,-199.392,1160.99597,-212.15801,-194.342,475.63,Transportation - Services,Transportation,58.83,2.96,9.1,,-0.17308846712207984
528,BurgerFi International,BFI,YES,,,,,,,159.51,178.72,-94.868,48.48699,-103.432,-31.091,18.45899,Retail - Restaurants,Retail-Wholesale,26.27,1.1028,4.12,,-0.1739648612354521
529,BankFinancial,BFIN,YES,0.28,0.32,1.0,1.15,62.34999,15.39999,17.26,61.27,14.62899,3.687,10.494,11.75599,1300.85205,Financial - Savings and Loan,Finance,111.83,8.81,10.57,0.017473185003545503,0.19187187857026278
530,Butterfly Network,BFLY,YES,-0.19,-0.18,2.0,-0.69,88.05,21.315,17.3,73.39,-168.67901,33.93,-168.72301,-162.788,357.13699,Medical Info Systems,Medical,494.36,2.43,8.65,0.18211714838524365,-2.21812235999455
535,BGC Partners,BGCP,YES,0.21,0.21,1.0,0.86,1989.09997,491.29998,-10.9,1795.3,155.38299,58.277,48.712,471.229,1709.09204,Financial - Investment Bank,Finance,1749.54,4.68,5.4,0.10251012115203387,0.2624792513785997
536,Big 5 Sporting Goods,BGFV,YES,,,,,,,-14.31,995.54,33.51499,654.32299,26.134,44.60699,357.95999,Retail - Miscellaneous,Retail-Wholesale,178.35,8.04,16.05,,0.044806828454908895
538,Berkshire Grey,BGRY,YES,,,,-0.53,,,29.49,65.85,-102.686,71.11799,-102.794,-111.80001,94.26899,Computers - IT Services,Computer and Technology,332.12,1.37,2.87,,-1.6977981776765378
541,Bright Green,BGXX,YES,,,,,,,,,-27.52701,0.0,-27.66201,-26.95701,0.492,Medical - Products,Medical,240.71,1.38,48.08,,
543,Bausch Health,BHC,YES,0.78,0.91,3.0,3.24,8320.99218,2043.01293,-3.68,8124.0,1335.0,2364.0,-225.0,2606.0,4247.0,Medical - Generic Drugs,Medical,2787.69,7.7,22.23,0.023958856408822404,0.3207779419005416
546,Bright Health Group,BHG,YES,-0.06,-0.07,1.0,-0.41,3069.89501,765.72998,-40.14,2412.03,-621.46399,2206.24291,-1455.54395,-466.098,3570.63403,Medical Services,Medical,110.89,0.1746,2.29,0.24117464571871325,-0.1932388900635564
547,Star Peak Corp II,BHIL,YES,-0.18,-0.16,2.0,-0.69,394.75,101.47499,158.97,381.23,-78.197,377.70599,-127.905,-67.585,300.72799,Food - Miscellaneous,Consumer Staples,221.35,1.07,4.01,0.03484978560654576,-0.17728143115704428
551,Braemar Hotels & Resorts,BHR,YES,0.26,0.16,2.0,0.95,716.42498,175.83599,56.61,669.59,75.55699,445.48699,17.76099,94.07099,396.39599,REIT and Equity Trust - Other,Finance,250.26,3.79,6.61,0.0676079535924208,0.14049043444495884
554,Big Lots,BIG,YES,-1.83,-1.38,6.0,-4.46,5166.94921,1188.46105,-11.09,5468.33,-260.137,3554.82592,-210.708,-15.431,1285.31396,Retail - Discount Stores,Retail-Wholesale,244.71,8.43,37.89,-0.056690848606187866,-0.002821885292219014
555,BigCommerce,BIGC,YES,-0.08,-0.03,9.0,-0.24,307.074,73.833,26.94,279.08,-136.596,69.98,-139.91901,-32.926,374.247,Internet - Commerce,Retail-Wholesale,634.48,8.56,20.97,0.09559028181539964,-0.11798050738139602
560,Biocept,BIOC,YES,,,,,7.625,,-57.78,25.86,-31.896,28.44,-32.08701,-30.432,16.343,Medical Services,Medical,5.56,0.313,1.73,-1.221265050850236,-1.176798143851508
565,"Allbirds, Inc.",BIRD,YES,-0.21,-0.2,8.0,-0.81,267.31298,66.319,7.31,297.77,-100.14601,168.138,-101.354,-69.351,308.93399,Retail - Apparel and Shoes,Retail-Wholesale,194.95,1.3,6.0,-0.10790119478790776,-0.2329012324948786
566,Bitfarms,BITF,YES,-0.02,-0.02,2.0,-0.08,126.75,32.0,-15.97,142.43,-256.46201,131.91,0.0,-166.63001,69.08799,Technology Services,Business Services,227.01,1.04,3.21,-0.11663400847520237,-1.1699080952046619
567,BioVie,BIVI,YES,-0.49,,,-1.82,,,,,-23.921,0.0,-26.084,-25.747,18.78,Medical - Drugs,Medical,282.79,7.84,13.38,,
571,BlackRock Capital Investment,BKCC,YES,0.11,0.11,1.0,0.44,74.97,18.80999,25.28,57.94,16.627,0.0,3.48699,27.024,17.516,Financial - SBIC & Commercial Industry,Finance,244.57,3.37,4.21,0.25768004117376636,0.46641353123921303
572,Brookdale Senior Living,BKD,YES,-0.32,-0.34,1.0,-1.1,3085.31005,765.66998,2.43,2825.38,-83.243,2083.60498,-238.42701,113.15599,637.09301,Medical - Nursing Homes,Medical,799.35,4.27,6.98,0.08800928591179712,0.04004983046528254
576,Bakkt,BKKT,YES,-0.15,-0.16,1.0,-0.64,64.59999,15.8,38.45,54.6,-2001.25403,0.0,-578.10499,1270.03894,326.46499,Technology Services,Business Services,366.48,1.38,4.5,0.16818037323892335,23.260786446886446
579,BlackSky Technology,BKSY,YES,-0.1,-0.1,1.0,-0.41,95.05999,22.62999,91.73,65.35,-69.45301,35.82699,-74.172,-35.94301,88.52899,Technology Services,Business Services,189.39,1.36,3.27,0.3747507259189091,-0.5500078041315991
581,BIOkey International,BKYI,YES,,,,,,,37.24,7.02,-5.048,1.67299,-10.231,-8.455,14.01299,Electronics - Miscellaneous Products,Computer and Technology,6.68,0.79,2.18,,-1.2044159544159545
586,Blade Air Mobility,BLDE,YES,-0.14,-0.13,3.0,-0.73,198.38099,50.144,189.2,146.12,-28.032,123.845,-27.26001,-40.67301,218.126,Technology Services,Business Services,198.1,2.75,9.1,0.30576117180073537,-0.27835347659457976
587,Ballard Power Systems,BLDP,YES,-0.14,-0.13,8.0,-0.52,104.3,20.0,-19.81,83.8,-175.75101,96.88099,-173.49401,-147.22901,1028.50695,Electronics - Miscellaneous Components,Computer and Technology,1372.84,4.6,9.2,0.21883835451868933,-1.756909427207637
590,Blue Foundry Bancorp,BLFY,YES,,,,,,,11.18,65.08,7.56599,5.73799,2.39599,5.46799,1579.802,Banks - Northeast,Finance,259.76,9.44,13.16,,0.08401951444376153
594,Blend Labs,BLND,YES,-0.15,-0.12,3.0,-0.55,149.51499,35.85499,0.3,235.2,-741.26099,145.55,-720.172,284.82299,396.096,Internet - Software,Computer and Technology,186.72,0.8044,4.79,-0.4530395606616579,1.2109821003401362
595,Blink Charging,BLNK,YES,-0.47,-0.45,3.0,-1.89,102.06999,24.15699,191.97,61.14,-91.252,46.337,-91.56,-67.937,99.28199,Electronics - Miscellaneous Services,Computer and Technology,440.06,7.29,26.75,0.5124924379807339,-1.1111710827608767
596,BioLineRx,BLRX,YES,-0.15,-0.17,2.0,-0.6,3.0517,,,,-22.793,0.0,-24.95101,-24.29701,52.00099,Medical - Drugs,Medical,69.53,1.13,1.91,,
600,Backblaze,BLZE,YES,-0.27,-0.26,4.0,-1.08,100.12599,24.333,26.19,85.15,-47.148,41.29199,-51.398,-12.698,74.399,Internet - Software,Computer and Technology,150.92,4.4,10.34,0.16201488587139304,-0.14912507339988257
606,Biomerica,BMRA,YES,,,,,,,162.13,18.87,-4.507,15.894,-4.53101,-3.9362,9.428,Medical - Drugs,Medical,29.09,1.73,4.24,,-0.2085956544780074
609,BM Technologies,BMTX,YES,-0.45,-0.21,1.0,-1.38,67.555,15.06,-11.6,83.6,-1.19001,0.0,-0.779,15.112,38.444,Banks - Northeast,Finance,38.91,3.28,8.31,-0.2131014391787333,0.18076555023923446
612,Barnes & Noble Education,BNED,YES,,,,,,,6.8,1531.4,-67.41601,1158.64001,-68.85701,0.693,532.60198,Consumer Products - Discretionary,Consumer Discretionary,75.22,1.43,3.49,,0.00045252709938618254
615,"BitNile Metaverse, Inc.",BNMV,YES,,,,,,,64.49,25.6,-9.625,13.456,-9.92501,7.3488,3.38,Technology Services,Business Services,3.95,0.105,2.75,,0.2870625
621,The Beachbody Company,BODY,YES,,,,-0.22,,,-20.77,692.2,-193.877,322.626,-194.19201,-47.18701,186.45399,Consumer Services - Miscellaneous,Consumer Discretionary,134.85,0.432,2.24,,-0.06816961860733892
626,Borr Drilling,BORR,YES,,,,,,,80.92,443.8,-143.10001,264.89999,-292.79999,-22.10001,349.89999,Oil and Gas - Drilling,Oils-Energy,1061.37,6.96,8.09,,-0.04979722848129788
629,Boxed,BOXDQ,YES,,,,,,,-5.29,177.27,-69.223,145.389,-69.223,-64.489,134.83999,Internet - Commerce,Retail-Wholesale,0.37,0.005,12.1,,-0.36378969932870764
633,BP Prudhoe Bay Royalty Trust,BPT,YES,,,,,,,773.77,82.28,80.888,0.0,80.888,80.888,0.13199,Oil and Gas - Royalty Trust - United States,Oils-Energy,157.08,7.34,24.83,,0.983082158483228
634,Bio-Path Holdings,BPTH,YES,-0.32,-0.25,1.0,-1.23,,,,,-13.86801,0.0,-13.86801,-13.69,15.61499,Medical - Drugs,Medical,11.14,1.4,4.43,,
636,Bragg Gaming Group Inc.,BRAG,YES,0.02,0.0,1.0,0.05,102.08699,25.47999,29.4,89.29,-0.872,41.777,-3.67101,5.2361,31.332,Gaming,Consumer Discretionary,73.08,3.44,6.72,0.13393579342832962,0.05864150520775003
640,BRC INC,BRCC,YES,-0.03,0.01,6.0,-0.06,422.42001,92.611,29.26,301.31,-336.08402,202.134,-82.906,-78.20601,145.29299,Consumer Products - Staples,Consumer Staples,1068.38,5.05,18.14,0.33786046833150735,-0.2595533171816402
642,Switchback II,BRDS,YES,,,,,,,19.26,244.66,-345.95801,209.955,-358.741,-45.889,64.785,Automotive - Domestic,Auto-Tires-Trucks,47.05,0.1466,1.88,,-0.18756233139867573
644,BRF,BRFS,YES,,,,1.4,55663.17187,,16.3,10421.01,151.22599,8846.73925,-603.73401,-14.04301,5133.89208,Food - Miscellaneous,Consumer Staples,970.09,1.2,3.38,1.6754947803887708,-0.0013475670784309775
648,Brilliant Earth Group,BRLT,YES,0.04,0.05,6.0,0.19,477.35,116.53399,15.7,439.88,23.51499,205.591,2.13499,27.016,205.949,Retail - Jewelry,Retail-Wholesale,358.75,3.73,9.07,0.08174801200130852,0.06141675002273347
649,Broadmark Realty Capital,BRMK,YES,0.11,0.14,1.0,0.54,104.16,23.70599,-9.68,108.88,-107.753,0.0,-116.391,50.93299,951.68902,REIT and Equity Trust,Finance,628.45,4.77,8.32,-0.04431817988295149,0.4677901359294636
653,BrightSpire Capital,BRSP,YES,0.25,0.25,1.0,1.0,125.55,31.79999,6.35,127.1,49.20399,24.222,45.78799,158.56599,439.526,REIT and Equity Trust,Finance,749.79,5.77,9.34,-0.01227009259181436,1.2475687647521636
656,Berry,BRY,YES,0.17,0.22,3.0,0.81,669.20001,165.39999,68.52,918.34,238.649,471.54299,250.16799,385.89999,218.05499,Oil and Gas - Integrated - United States,Oils-Energy,584.17,7.71,12.11,-0.316484708364801,0.4202147243940153
659,Banco  ntander Brasil,BSBR,YES,0.1,0.16,2.0,0.58,,,59.58,26795.73,8145.27392,8764.08984,2767.40991,3267.94995,32034.96093,Banks - Foreign,Finance,19668.77,5.29,7.42,,0.12195786231612277
661,Biosig Technologies,BSGM,YES,-0.09,-0.09,1.0,-0.36,0.93,0.15999,-35.15,0.29,-27.25901,0.057,-27.05201,0.293,1.128,Medical - Instruments,Medical,87.58,1.31,1.4,1.1653036631667821,1.0103448275862068
664,Grupo Financiero Santander Mexico,BSMX,YES,,,,1.03,,,20.71,7646.56,2370.19311,2408.76,1198.16796,1649.36901,3618.906,Banks - Foreign,Finance,8470.17,6.24,6.79,,0.2157007870205687
665,BSQUARE,BSQR,YES,,,,,,,-9.61,36.49,-3.85801,31.034,-3.85801,-3.30501,40.03699,Computer - Software,Computer and Technology,22.18,1.1,1.53,,-0.09057303370786515
670,Bit Digital,BTBT,YES,,,,-0.48,33.59999,,356.11,96.08,8.72,30.73999,4.86399,17.978,96.56099,Technology Services,Business Services,147.64,1.79,2.41,-1.0506554084216615,0.1871149042464613
671,BIT Mining Limited,BTCM,YES,,,,-0.2,222.89999,,-50.99,650.23,-158.209,660.21398,-155.415,16.35,35.33599,Technology Services,Business Services,29.72,2.81,22.6,-1.070602950926088,0.0251449487104563
672,Biotricity,BTCY,YES,,,,-0.26,13.8,,127.47,7.7,-29.13,3.07999,-29.13,-20.91201,15.32299,Medical Info Systems,Medical,34.66,0.66,1.81,0.583448263303521,-2.7158454545454545
673,Baytex Energy,BTE,YES,,,,0.58,2535.23999,,49.09,2222.23,765.91699,362.46798,658.13098,1067.91699,187.72599,Oil and Gas - Exploration and Production - Canadian,Oils-Energy,2037.93,3.74,7.09,0.13177710696196018,0.4805609635366276
674,B2Gold Corp,BTG,YES,0.05,0.05,1.0,0.33,1794.333,421.0,-1.68,1732.59,541.45898,1128.34594,252.873,646.72497,1035.17102,Mining - Gold,Basic Materials,4409.09,4.1,4.68,0.03501596635606063,0.37327063529167315
676,Better Choice,BTTR,YES,,,,-0.35,64.51999,15.3,18.81,54.66,-38.78301,39.39899,-39.31601,1.753,27.52499,Retail - Miscellaneous,Retail-Wholesale,14.18,0.4643,2.73,0.16584291776637383,0.03207098426637395
677,Better Therapeutics,BTTX,YES,-0.46,-0.49,1.0,-2.77,,,,0.01,-38.26201,0.0,-39.76,-37.031,18.44599,Medical - Drugs,Medical,31.49,1.32,2.77,,-3703.1
683,"Nuburu, Inc.",BURU,YES,,,,,,,,1.44,11.5,0.0,11.14099,-17.31801,0.08562,Manufacturing - General Industrial ,Industrial Products,52.39,1.56,10.25,,-12.026395833333334
685,BrightView,BV,YES,0.35,0.36,3.0,0.57,2835.01,779.47698,8.65,2774.6,72.9,2099.80004,14.0,255.0,677.09997,Consumer Services - Miscellaneous,Consumer Discretionary,495.55,5.3,13.72,0.02153887184586706,0.09190513947956462
687,Buenaventura Mining,BVN,YES,0.2,0.16,1.0,0.68,773.51,188.50999,-8.4,824.8,178.565,763.47302,602.54998,300.78399,620.38,Mining - Silver,Basic Materials,,7.55,10.0,-0.06420233452497598,0.3646750606207566
688,Bioventus,BVS,YES,0.0,-0.02,2.0,-0.15,521.58197,135.30299,18.85,512.12,-238.10401,181.037,-158.704,128.86099,272.57501,Medical - Drugs,Medical,76.3,0.9775,13.07,0.01830747071923073,0.25162264703585097
689,Babcock,BW,YES,0.02,0.06,1.0,0.08,1023.29998,242.5,26.66,889.8,29.46199,704.19201,-22.86101,7.17299,557.61199,Electronics - Power Generation,Computer and Technology,546.64,6.16,8.58,0.13979124017615763,0.008061350865363004
693,Broadwind Energy,BWEN,YES,0.01,0.08,2.0,0.12,205.02099,48.89799,21.38,176.76,-6.47701,166.04899,-9.73,-3.67001,79.258,Manufacturing - General Industrial ,Industrial Products,108.79,5.2,5.92,0.14831948387824828,-0.020762672550350757
704,Broadway Financial,BYFC,YES,,,,,,,33.96,37.46,9.42399,2.104,5.636,5.61999,793.388,Financial - Savings and Loan,Finance,73.87,1.005,1.75,,0.1500264281900694
706,Byrna Technologies,BYRN,YES,-0.03,0.01,2.0,0.07,54.39699,12.413,13.94,48.04,-7.85201,21.75799,-7.88501,-1.022,42.645,Technology Services,Business Services,126.17,5.77,9.99,0.12427482423695149,-0.021273938384679433
709,BuzzFeed,BZFD,YES,,,,-0.62,,,9.84,436.67,-178.14501,261.815,-200.95701,-42.031,198.60699,Media Conglomerates,Consumer Discretionary,93.75,0.67,5.4,,-0.09625346371401744
711,Baozun,BZUN,YES,,,,0.4,1414.97998,,-17.4,1217.98,-75.88401,327.082,-88.37301,19.169,1072.48205,Computers - IT Services,Computer and Technology,331.98,4.77,11.67,0.14992163379357548,0.015738353667547906
714,China Automotive Systems,CAAS,YES,0.11,0.12,1.0,0.48,566.71002,140.72,6.34,529.55,13.73299,446.15701,21.18099,46.354,520.71801,Automotive - Original Equipment,Auto-Tires-Trucks,139.16,4.61,9.61,0.06782015504244678,0.08753469927296761
729,CalAmp,CAMP,YES,,,,,302.04699,75.83,-4.13,295.84,-14.738,173.953,-27.991,36.088,181.382,Electronics - Miscellaneous Components,Computer and Technology,92.42,2.5,7.4,0.02076383365873881,0.12198485667928612
